车名,车牌,类型,评分,最高价,最低价,总评数,差评词,差评词次数,总评前几,总评前几内容次数,好评词,好评词次数,手动耗油/L,自动耗油/L
依维柯得意,依维柯,轻客,3.49,191900,114900,13,,0,乘坐空间足够,9,乘坐空间足够,9,10.4,10.4
拓陆者,福田,低端皮卡,4.88,189800,80800,3,,0,"油耗满意,乘坐空间舒适,外观霸气",12,"油耗满意,乘坐空间舒适,外观霸气",12,8.5,8.5
江淮V7,江淮,低端皮卡,4.88,83800,71800,5,,0,"外观帅气,油耗满意",7,"外观帅气,油耗满意",7,,
黄海N3,黄海,低端皮卡,4.69,160800,111800,7,油耗不低,4,"外观霸气,乘坐空间没的说,油耗不低",15,"外观霸气,乘坐空间没的说",11,11,11
D-MAX,五十铃,低端皮卡,4.62,219800,144800,81,"悬架减震偏硬,外漆面不厚,内饰材质硬",19,"油耗满意,乘坐空间不错,外观霸气,储物空间很多,外观漂亮,后排空间很大,车子操控挺不错,乘坐空间满意,转向精准,发动机噪音不是很吵",222,"油耗满意,乘坐空间不错,外观霸气",129,8.9,8.9
瑞迈,五十铃,低端皮卡,4.62,125800,84800,44,内饰塑料感很强,4,"乘坐空间非常宽敞,外观霸气,油耗挺不错,油耗很不错,储物空间很大,内饰塑料感很强,前排头部空间比较充裕,操控很人性化,转向很精准,大灯炯炯有神",78,"乘坐空间非常宽敞,外观霸气,油耗挺不错",50,8.1,8.1
领主,中兴,低端皮卡,4.61,167800,83800,10,"外漆面太软,味道太大,悬架减震太硬",9,"外观霸气,乘坐空间足够,油耗满意,储物空间很多,外漆面太软,味道太大,悬架减震太硬",29,"外观霸气,乘坐空间足够,油耗满意",17,11,8.3
域虎7,江铃,低端皮卡,4.61,176300,116800,31,内饰造型不够人性化,3,"外观霸气,乘坐空间不错,油耗满意,前排空间充足,后排空间不拥挤,整车配置值得入手,内饰造型不够人性化",50,"外观霸气,乘坐空间不错,油耗满意",35,9.1,8.1
铃拓,五十铃,低端皮卡,4.56,148800,116800,44,,0,"外观霸气,乘坐空间很充裕,油耗满意,后排空间大,储物空间挺多,内饰造型比较满意,转向比较轻巧,乘坐空间比较宽敞,换挡清晰,底盘悬架扎实",86,"外观霸气,乘坐空间很充裕,油耗满意",49,6.8,6.8
帅铃T6,江淮,低端皮卡,4.55,127800,75800,97,,0,"油耗满意,乘坐空间不错,外观漂亮,底盘扎实,后排空间很大,隔音好,转向手感很轻松,前排座椅很舒适,动力满意,操控轻松",191,"油耗满意,乘坐空间不错,外观漂亮",129,8.4,8.4
雄师F22,福迪,低端皮卡,4.53,151800,77800,83,"悬架减震有点偏硬,刹车有点软",7,"外观霸气,乘坐空间很舒适,油耗满意,乘坐空间够用,转向很轻松,悬架减震有点偏硬,后排空间大,刹车有点软,外观很喜欢,底盘悬架扎实",94,"外观霸气,乘坐空间很舒适,油耗满意",68,7.5,7.5
上汽大通T60,上汽大通,低端皮卡,4.49,213800,83800,57,"发动机噪音明显,起步动力肉,车身材质非常薄",10,"外观霸气,乘坐空间比较满意,油耗满意,乘坐空间很满意,储物空间超强,转向比较精准,车子动力非常不错,内饰造型顺手,后排空间大,后排空间满意",151,"外观霸气,乘坐空间比较满意,油耗满意",95,11.8,11
帅铃T8,江淮,低端皮卡,4.42,130800,99800,17,,0,外观霸气,3,外观霸气,3,7.2,7.2
御风P16,东风,低端皮卡,4.34,151800,81800,5,,0,"乘坐空间还不错,油耗满意,外观稳重",13,"乘坐空间还不错,油耗满意,外观稳重",13,7.6,7.6
纳瓦拉,日产,低端皮卡,4.29,187800,139800,32,"座椅材质不是真皮,音响想吐槽",7,"乘坐空间够用,外观霸气,油耗满意,前排空间够大,后排空间大,大灯很亮,座椅材质不是真皮,前排座椅舒适,悬架减震舒适,音响想吐槽",68,"乘坐空间够用,外观霸气,油耗满意",40,11,11.9
风骏6,长城,低端皮卡,4.27,117800,86800,42,"后排空间小,转向不准,转向太大",17,"外观霸气,乘坐空间够用,后排空间小,内饰造型满意,前排空间大,悬架舒适,转向太大,转向不准,储物空间少,离合器踏板很重",79,"外观霸气,乘坐空间够用,内饰造型满意",43,8.7,12
神骐F30,长安轻型车,低端皮卡,4.25,61200,47600,70,,0,"油耗还算可以,中控台造型还算可以,乘坐空间给力,外观漂亮,刹车很灵敏",44,"油耗还算可以,中控台造型还算可以,乘坐空间给力",37,8.5,8.5
风骏5,长城,低端皮卡,4.22,112800,68800,29,"后排空间有点小了,外漆面有点薄",7,"油耗满意,外观精致,乘坐空间不错,后排空间有点小了,保养费用免费,外漆面有点薄",37,"油耗满意,外观精致,乘坐空间不错",27,7.7,12.1
日产D22,日产,低端皮卡,4.07,188800,138800,33,"后排空间太小,高速油耗不是很省,头部空间比较小",24,"后排空间太小,乘坐空间比较合适,外观霸气,转向比较精准,高速油耗不是很省,前排空间很舒适,头部空间比较小,转向手感有些沉,内饰造型比较简约,储物空间小",68,"外观霸气,乘坐空间比较合适,转向比较精准",27,11,12
五十铃皮卡,五十铃,低端皮卡,3.99,140800,92800,44,后排空间窄,3,"油耗满意,前排空间不错,后排空间窄",16,"油耗满意,前排空间不错",13,8.5,8.3
萨普,福田,低端皮卡,3.72,99850,58800,14,后排空间太小了,3,"乘坐空间满意,后排空间太小了",6,乘坐空间满意,3,6.5,6.5
大柴神,黄海,低端皮卡,3.31,129800,62800,29,,0,"外观霸气,乘坐空间舒适",7,"外观霸气,乘坐空间舒适",7,7.7,8
起亚KX3,起亚,小型SUV,4.88,132800,109800,3,"悬架减震偏硬,胎噪比较大,起步动力肉",16,"油耗满意,乘坐空间不错,外观漂亮,悬架减震偏硬,胎噪比较大,安全配置不赖,高速油耗满意,首保免费,起步动力肉",62,"油耗满意,乘坐空间不错,外观漂亮",32,,
U5 SUV,纳智捷,小型SUV,4.88,99800,75800,11,"味道很大,悬架偏硬,起步动力有点肉",11,"油耗满意,乘坐空间很满意,外观时尚,车子配置推荐,后备厢空间大,后排空间很大,转向精准,储物空间更大,前排空间很大,倒车影像安全",114,"油耗满意,乘坐空间很满意,外观时尚",66,,
瑞风S4,江淮,小型SUV,4.75,98800,67800,74,,0,"保养费用免费,油耗低,油耗满意",21,"保养费用免费,油耗低,油耗满意",21,8.3,7.7
瑞虎3xe,奇瑞,小型SUV,4.72,106800,93800,20,"悬架减震偏硬,后排空间小点",6,"乘坐空间不错,外观比较耐看,后备厢空间大,车内静音效果不错,转向手感很轻,车子操控可圈可点,乘坐空间够用,悬架减震偏硬,续航里程特别实在,后排空间小点",53,"乘坐空间不错,外观比较耐看,后备厢空间大",26,14.5,14.5
云度π3,云度,小型SUV,4.71,204800,184800,9,,0,外观精致,3,外观精致,3,,
哈弗H2,哈弗,小型SUV,4.71,113000,74900,394,"后备厢空间偏小,起步动力肉,风噪有点大",93,"安全配置非常实用,油耗满意,乘坐空间不错,外观霸气,转向比较精准,乘坐空间足够,外观漂亮,后备厢空间偏小,内饰造型满意,头部空间大",1068,"安全配置非常实用,油耗满意,乘坐空间不错",502,7.5,7.9
缤越,吉利汽车,小型SUV,4.69,118800,78800,202,"悬架减震偏硬,后备厢空间小了点,方向盘有点异响",14,"油耗低,外观漂亮,乘坐空间够用,悬架减震偏硬,车内静音效果很好,乘坐空间不错,后备厢空间小了点,乘坐空间够用了,方向盘有点异响,油耗能接受",61,"油耗低,外观漂亮,乘坐空间够用",30,8.7,8.7
陆风X2,陆风,小型SUV,4.67,88800,63800,57,"后备厢空间有点小,悬架减震偏硬,导航稍微小了点",17,"外观时尚,油耗满意,功能配置丰富,乘坐空间富裕,后备厢空间有点小,乘坐空间不错,内饰造型很满意,转向手感很轻松,转向很精准,转向手感很轻",103,"外观时尚,油耗满意,功能配置丰富",51,7.4,11.4
昂科拉,别克,小型SUV,4.66,189900,139900,198,"后备厢空间有点小,后排空间有点小,起步动力肉",85,"外观满意,乘坐空间可以的,转向手感很轻,安全配置很好,后备厢空间有点小,车内静音效果很不错,后排空间有点小,内饰造型满意,底盘稳,操控比较灵活",461,"外观满意,乘坐空间可以的,安全配置很好",227,6.6,8.8
猎豹CS9,猎豹汽车,小型SUV,4.65,129800,76800,208,"悬架减震偏软,悬架减震有点硬,起步动力肉",34,"乘坐空间不错,外观满意,整车配置霸气,乘坐空间够用,内饰造型满意,外观漂亮,操控性能不错,后备厢空间很大,转向手感很轻,中控屏相当霸气",415,"乘坐空间不错,外观满意,整车配置霸气",225,7.8,9.2
远景X3,吉利汽车,小型SUV,4.64,67900,50900,977,"后备厢空间有点小,后排空间有点小,esp不是标配",371,"外观漂亮,安全配置多一些,乘坐空间够用,后备厢空间有点小,内饰造型很满意,转向手感很轻,前排座椅很舒服,转向精准,操控感不错,车内静音效果不错",2352,"外观漂亮,安全配置多一些,乘坐空间够用",1340,7.1,7.9
远景X1,吉利汽车,小型SUV,4.63,57900,39900,334,"后排空间小,后备厢空间有点小,后备厢空间很小",150,"外观时尚,油耗满意,车子配置很高,乘坐空间够用,转向手感很轻,中控屏喜欢,后排空间小,前排空间够用,后备厢空间有点小,前排座椅很舒服",1004,"外观时尚,油耗满意,车子配置很高",516,6.3,7.2
元,比亚迪,小型SUV,4.63,99900,59900,356,"后备厢空间比较小,悬架减震偏硬,味道有点大",109,"外观很漂亮,乘坐空间不错,油耗满意,内饰配置挺方便,转向精准,内饰造型很好,操控简洁,转向手感很轻,后备厢空间比较小,悬架减震偏硬",1078,"外观很漂亮,乘坐空间不错,油耗满意",599,8.1,8.1
创酷,雪佛兰,小型SUV,4.63,149900,99900,79,"胎噪有点大,车内静音效果不太好,后备厢空间小了点",29,"油耗满意,乘坐空间够用,外观漂亮,车子配置很满意,储物空间超赞,操控性能很好,转向精准,转向手感很轻,前排空间大,胎噪有点大",227,"油耗满意,乘坐空间够用,外观漂亮",127,7.7,7.8
北京现代ix25,现代,小型SUV,4.63,152800,109800,194,"起步动力肉,悬架减震有点硬,味道大",54,"乘坐空间不错,外观很漂亮,车子配置非常高,起步动力肉,后备厢空间大,安全配置比较高,转向精准,后排空间比较宽敞,转向手感很轻松,转向手感很轻",369,"乘坐空间不错,外观很漂亮,车子配置非常高",205,7.8,6.5
奔腾X40,奔腾,小型SUV,4.63,96800,66800,74,"悬架减震偏硬,胎噪有点大,起步动力有点肉",75,"乘坐空间不错,油耗满意,外观时尚,安全配置很好,后备厢空间很大,大灯犀利,后排空间很大,前排座椅很舒服,转向手感很轻,转向灵活",851,"油耗满意,乘坐空间不错,外观时尚",479,7.8,8.8
EX系列,北汽新能源,小型SUV,4.62,98900,79900,54,"后备厢空间不足,胎噪太大,前排座椅有点硬",13,"乘坐空间方便,乘坐空间基本满意,外观很漂亮,后备厢空间不足,充电桩高,内饰造型还好,大灯很炫,头部空间合适,转向手感很稳,胎噪太大",68,"乘坐空间方便,外观很漂亮,乘坐空间基本满意",38,13.5,13.5
哈弗H2s,哈弗,小型SUV,4.6,103000,70000,205,"储物空间太小,后备厢空间小,胎噪比较大",50,"内饰配置丰富,外观很漂亮,油耗满意,内饰造型比较精美,转向精准,底盘好,储物空间太小,后备厢空间小,头部空间大,转向很好",388,"内饰配置丰富,外观很漂亮,油耗满意",234,7.8,7.7
奕泽IZOA,丰田,小型SUV,4.59,179800,149800,927,"后排空间有些小,悬架有点硬,后备厢空间有些小",54,"外观时尚,油耗满意,乘坐空间够用,内饰配置提高了,转向手感快,前排空间比较宽敞,后排空间有些小,内饰造型精致,操控性能很好,转向挺轻",436,"外观时尚,油耗满意,乘坐空间够用",229,8.3,8.3
中华V3,中华,小型SUV,4.59,102700,65700,712,"悬架减震有点硬,起步动力肉,悬架减震有点硬",199,"乘坐空间够用,外观时尚,油耗满意,车子配置很满意,悬架减震有点硬,转向手感很轻,转向精准,后备厢空间大,中控屏很喜欢,内饰造型比较满意",2189,"乘坐空间够用,外观时尚,油耗满意",1247,7.6,7.9
柯米克,斯柯达,小型SUV,4.59,130900,109900,245,"起步动力有点肉,内饰造型不满意,内饰塑料感太强",35,"乘坐空间不错,油耗满意,外观时尚,后备厢空间很大,转向精准,转向手感比较轻,油耗低,储物空间比较多,前排座椅很舒服,起步动力有点肉",395,"乘坐空间不错,油耗满意,外观时尚",231,6.8,7.2
东南DX3新能源,东南,小型SUV,4.58,191500,171500,13,,0,"乘坐空间基本够用,外观靓丽,后备厢空间很不错",19,"乘坐空间基本够用,外观靓丽,后备厢空间很不错",19,17.9,17.9
北汽昌河Q35,北汽昌河,小型SUV,4.58,89900,65900,335,"悬架减震偏硬,起步动力有点肉,味道大",131,"乘坐空间不错,外观漂亮,油耗满意,安全配置比较齐全,转向精准,悬架减震偏硬,内饰造型挺好看,后备厢空间很大,转向手感很轻,操控很好",1087,"乘坐空间不错,外观漂亮,油耗满意",614,7.6,9.3
传祺GE3,广汽新能源,小型SUV,4.58,246500,212800,102,"续航里程有待提高,悬架减震偏硬,悬架减震较硬",44,"外观漂亮,乘坐空间很满意,乘坐空间很不错,悬架减震偏硬,续航里程有待提高,低配配置合理,后备厢空间很大,悬架减震较硬,转向手感很轻,大灯爽",172,"外观漂亮,乘坐空间很满意,乘坐空间很不错",81,18.2,17.4
英致G3,潍柴英致,小型SUV,4.58,80800,56900,26,后备厢空间偏小,6,"乘坐空间足够,油耗满意,外观流畅,后备厢空间偏小,后排空间很大,转向手感很灵活,前排座椅很舒服",57,"乘坐空间足够,油耗满意,外观流畅",37,7.5,7.5
东风风神AX4,东风风神,小型SUV,4.57,101800,66800,126,"后备厢空间有点小,悬架减震偏硬,中控屏失灵",47,"油耗满意,外观时尚,乘坐空间够用,安全配置很高,后备厢空间有点小,转向手感很轻,音响效果非常好,后排空间大,转向精准,前排座椅很舒服",334,"油耗满意,外观时尚,乘坐空间够用",176,8.2,6.5
元新能源,比亚迪,小型SUV,4.55,99900,79900,522,"电耗比较高,后备厢空间小,后排空间稍局促",144,"乘坐空间够用,外观时尚,转向手感很轻,电耗比较高,后备厢空间小,转向精准,操控比较轻松,充电方便,前排座椅舒服,内饰低调",664,"乘坐空间够用,外观时尚,转向手感很轻",382,18.3,17.4
东南DX3,东南,小型SUV,4.52,105900,67900,577,"起步动力有点肉,隔音不好,味道比较大",161,"乘坐空间不错,外观漂亮,油耗满意,车子配置非常丰富,转向手感很轻,后排空间大,内饰造型很满意,后备厢空间很大,转向精准,悬架减震很舒适",1915,"乘坐空间不错,外观漂亮,油耗满意",1143,7.7,7.8
凯翼X3,凯翼,小型SUV,4.51,96900,58900,73,"后排空间略小,隔音不好,起步动力肉",26,"外观漂亮,乘坐空间不错,后排空间略小,隔音不好,内饰造型非常好看,后备厢空间大,储物空间比较多,前排空间不错,起步动力肉,转向手感挺轻",124,"外观漂亮,乘坐空间不错,内饰造型非常好看",65,7.4,9.3
雪铁龙C3-XR,雪铁龙,小型SUV,4.5,171800,108800,68,"后备厢空间有点小,起步动力比较肉,胎噪明显",26,"乘坐空间够用,油耗满意,外观漂亮,功能配置出奇好用,后备厢空间有点小,转向手感很轻,转向精准,操控很稳,起步动力比较肉,方向盘无虚位",171,"乘坐空间够用,油耗满意,外观漂亮",101,8.1,7.8
自由侠,Jeep,小型SUV,4.5,190800,134800,49,"起步动力有点肉,后备厢空间有点小,风噪太大",14,"乘坐空间不错,外观时尚,前排空间挺大,头部空间大,外观个性,起步动力有点肉,后备厢空间有点小,乘坐空间够用,音响效果不错,加速动力非常不错",74,"乘坐空间不错,外观时尚,外观个性",39,8.9,9.9
北汽昌河Q25,北汽昌河,小型SUV,4.5,75900,55900,141,"悬架减震偏硬,后备厢空间太小了,起步动力有些肉",59,"乘坐空间够用,外观漂亮,油耗满意,功能配置齐全,悬架减震偏硬,操控比较灵活,内饰造型比较时尚,后备厢空间太小了,转向精准,转向手感比较轻",406,"乘坐空间够用,外观漂亮,油耗满意",229,7.1,7.3
丰田C-HR,丰田,小型SUV,4.49,183800,144800,231,"后备厢空间不大,座椅材质不是真皮",15,"油耗稳定,被动安全配置丰富,操控平顺,转向稳定,后备厢空间不大,前排座椅舒适,外观漂亮,中控台造型新颖,外观炫酷,座椅材质不是真皮",142,"油耗稳定,被动安全配置丰富,操控平顺",92,8.1,8.1
森雅R7,一汽,小型SUV,4.48,106900,66900,126,"悬架减震偏硬,胎噪比较明显,车内静音效果不是很好",60,"乘坐空间够用,油耗满意,外观漂亮,内饰配置挺好的,转向精准,悬架减震偏硬,转向手感很轻,胎噪比较明显,后排空间大,车内静音效果不是很好",438,"乘坐空间够用,油耗满意,外观漂亮",256,7.3,7.8
长安CS15EV,长安,小型SUV,4.48,89900,79900,12,,0,乘坐空间足够,4,乘坐空间足够,4,14.5,14.5
长安CS35 PLUS,长安,小型SUV,4.46,104900,69900,133,,0,"油耗低,外观大气,方向盘很轻,悬架比较舒适,悬架偏舒适",26,"油耗低,外观大气,悬架比较舒适",20,8.1,7.6
猎豹CS9新能源,猎豹汽车,小型SUV,4.46,215800,195800,10,电耗较大,3,"乘坐空间不错,后排空间挺宽敞,电耗较大",13,"乘坐空间不错,后排空间挺宽敞",10,9.8,9.8
瑞虎3x,奇瑞,小型SUV,4.44,62900,49900,104,"悬架减震有点硬,悬架减震有点硬,车内静音效果不好",45,"乘坐空间够用,油耗满意,外观时尚,车子配置非常丰富,转向精准,转向手感很轻,安全配置物超所值,悬架减震有点硬,内饰造型满意,底盘有优势",374,"乘坐空间够用,油耗满意,外观时尚",225,7.3,8.2
骁途,铃木,小型SUV,4.44,159800,99800,145,"胎噪比较大,悬架减震偏硬,外漆面很薄",56,"油耗满意,安全配置齐全,乘坐空间够用,外观很喜欢,转向精准,悬架减震偏硬,胎噪比较大,味道不大,后排空间大,操控自如",463,"油耗满意,安全配置齐全,乘坐空间够用",290,7.6,6
长安CS35,长安,小型SUV,4.43,92900,68900,273,"后备厢空间小,悬架减震偏硬,胎噪有点大",255,"乘坐空间不错,后备厢空间小,外观时尚,整车配置满意,悬架减震偏硬,内饰造型满意,转向精准,胎噪有点大,后排空间大,操控很好",828,"乘坐空间不错,外观时尚,整车配置满意",407,6.2,7.9
宝骏510,宝骏,小型SUV,4.43,77800,54800,1841,"后备厢空间有点小,味道大,悬架减震偏硬",1049,"油耗满意,乘坐空间够用,外观漂亮,安全配置齐全,后备厢空间有点小,味道大,转向手感很轻,悬架减震偏硬,内饰造型满意,车内静音效果不错",5799,"油耗满意,乘坐空间够用,外观漂亮",3086,6.4,6.9
传祺GS3,广汽传祺,小型SUV,4.42,116800,73800,258,"悬架减震偏硬,起步动力肉,悬架减震偏硬",84,"乘坐空间够用,外观漂亮,悬架减震偏硬,转向精准,内饰配置很实用,内饰造型满意,转向手感很轻,起步动力肉,后备厢空间够用,车尾灯很漂亮",478,"乘坐空间够用,外观漂亮,转向精准",274,8.1,7.3
劲客,日产,小型SUV,4.41,137300,99800,154,"悬架减震偏硬,外漆面很薄,扶手箱太小",23,"油耗满意,乘坐空间不错,后备厢空间大,外观时尚,转向很精准,被动安全配置很实用,悬架减震偏硬,转向手感很轻,外漆面很薄,扶手箱太小",162,"油耗满意,乘坐空间不错,后备厢空间大",92,5.5,6.7
众泰T300,众泰,小型SUV,4.41,93800,56800,197,"悬架减震偏硬,起步动力有点肉,导航垃圾",73,"乘坐空间不错,内饰配置无可挑剔,外观时尚,油耗满意,悬架减震偏硬,后排空间大,转向手感很轻,车内静音效果不错,转向精准,操控轻松",577,"乘坐空间不错,内饰配置无可挑剔,外观时尚",325,7.3,6.6
骏派D60,一汽,小型SUV,4.4,89900,56900,41,"悬架减震有点硬,起步动力肉,后备厢空间小",21,"油耗满意,乘坐空间不错,外观漂亮,悬架减震有点硬,转向精准,后备厢空间小,起步动力肉,操控轻松,前排座椅很舒适,后排空间大",121,"油耗满意,乘坐空间不错,外观漂亮",79,6.8,7.5
东风风神AX3,东风风神,小型SUV,4.38,87900,63900,11,,0,"油耗满意,乘坐空间非常满意",8,"油耗满意,乘坐空间非常满意",8,9.1,9.1
名爵ZS,名爵,小型SUV,4.37,115800,73800,1188,"悬架减震有点硬,味道比较大,胎噪有点大",650,"乘坐空间不错,外观漂亮,油耗满意,安全配置齐全,后备厢空间很大,悬架减震有点硬,转向手感很轻,转向精准,内饰造型很满意,后排空间很大",6951,"乘坐空间不错,外观漂亮,油耗满意",4178,6.7,8
奕跑,起亚,小型SUV,4.36,79800,69800,37,,0,油耗低,6,油耗低,6,7.2,7.2
绅宝X25,北汽绅宝,小型SUV,4.35,75800,55800,566,"悬架减震偏硬,后备厢空间有点小,导航没有问题不大",170,"外观漂亮,乘坐空间不错,油耗满意,安全配置到位,悬架减震偏硬,后备厢空间有点小,内饰造型满意,导航没有问题不大,转向精准,起步动力肉",857,"外观漂亮,乘坐空间不错,油耗满意",517,7.4,8.8
瑞风S3,江淮,小型SUV,4.35,88800,62800,2149,"悬架减震偏硬,胎噪有点大,起步动力有点肉",64,"油耗满意,乘坐空间不错,外观漂亮,安全配置齐全,内饰造型满意,悬架减震偏硬,后备厢空间大,高速油耗满意,转向手感很轻,转向精准",521,"油耗满意,乘坐空间不错,外观漂亮",301,7.7,9
天逸 C5 AIRCROSS,雪铁龙,紧凑型SUV,4.75,236700,152700,37,"起步动力有点肉,大灯不满意,头灯没有不满",35,"乘坐空间不错,外观时尚,油耗满意,安全配置很全,转向手感很轻,隔音很好,后排空间很大,后备厢空间很大,内饰造型满意,储物空间大",941,"乘坐空间不错,外观时尚,油耗满意",503,10.5,9.3
传祺GS4新能源,广汽新能源,紧凑型SUV,4.69,219800,196800,74,"悬架减震偏软,电耗不准确,续航里程不足",21,"外观时尚,乘坐空间不拥挤,转向手感很轻,乘坐空间满意,转向精准,悬架减震偏软,后排空间基本满意,大灯很有感觉,加速动力不错,内饰硬朗",157,"外观时尚,乘坐空间不拥挤,转向手感很轻",87,7.5,20.6
英菲尼迪QX30,英菲尼迪,紧凑型SUV,4.68,363800,232800,20,"后排空间小,储物空间小,胎噪有点明显",22,"外观时尚,油耗满意,转向手感比较轻,后排空间小,操控棒,前排座椅舒服,外观流畅,储物空间小,内饰做工很好,后备厢空间挺大",117,"外观时尚,油耗满意,转向手感比较轻",60,7.8,7.8
荣威RX3,荣威,紧凑型SUV,4.67,135800,89800,2304,"悬架减震有点硬,隔音不好,味道大",778,"乘坐空间不错,油耗满意,外观漂亮,安全配置齐全,悬架减震有点硬,转向手感很轻,后备厢空间很大,隔音不好,味道大,内饰造型比较满意",5495,"乘坐空间不错,油耗满意,外观漂亮",3193,7,6.8
荣威RX5,荣威,紧凑型SUV,4.66,188800,99800,2939,"悬架减震有点硬,隔音不好,味道大",1288,"乘坐空间满意,油耗满意,外观漂亮,安全配置齐全,悬架减震有点硬,后备厢空间很大,转向手感很轻,后排空间大,隔音不好,转向精准",7971,"乘坐空间满意,油耗满意,外观漂亮",4579,7.5,7.5
瑞风S7,江淮,紧凑型SUV,4.66,173800,97800,467,"悬架减震偏硬,市区油耗有点吓人,起步动力有点肉",51,"乘坐空间大,外观漂亮,内饰配置很丰富,后备厢空间大,转向精准,隔音好,后排空间很大,加速动力很强,内饰造型满意,操控感很好",913,"乘坐空间大,外观漂亮,内饰配置很丰富",546,9.5,10.7
Mattu,猎豹汽车,紧凑型SUV,4.66,158800,116800,128,"起步动力有点肉,悬架偏硬",9,"外观霸气,乘坐空间很满意,内饰造型非常精致,前排座椅很舒适,转向手感很轻,起步动力有点肉,操控不错了,中控台造型很漂亮,悬架偏硬",92,"外观霸气,乘坐空间很满意,内饰造型非常精致",64,9.5,9.9
东南DX7,东南,紧凑型SUV,4.66,149900,89900,124,"起步动力有点肉,悬架减震有点硬,味道比较大",29,"乘坐空间大,外观漂亮,安全配置齐全,后备厢空间很大,后排空间大,内饰造型很满意,乘坐空间没话说,前排座椅很舒服,转向手感很轻,操控性能不错",360,"乘坐空间大,外观漂亮,安全配置齐全",211,14.2,9.4
WEY VV5,WEY,紧凑型SUV,4.66,173000,129800,1585,"后备厢空间小,悬架减震偏硬,储物空间小",933,"外观霸气,安全配置丰富,乘坐空间够用,油耗满意,后备厢空间小,车内静音效果不错,悬架减震偏硬,音响效果很棒,加速动力十足,内饰造型很满意",4797,"外观霸气,安全配置丰富,乘坐空间够用",2339,9.7,9.6
奕歌,三菱,紧凑型SUV,4.66,185800,129800,31,,0,油耗低,3,油耗低,3,7.4,7.4
SWM斯威X3,SWM斯威汽车,紧凑型SUV,4.66,82900,55000,23,,0,"油耗满意,乘坐空间不错,外观霸气,功能配置非常给力",30,"油耗满意,乘坐空间不错,外观霸气",26,7.5,7.5
翼虎,福特,紧凑型SUV,4.66,249800,169800,82,"油耗不低,味道大,悬架偏硬",64,"乘坐空间够用,油耗不低,外观漂亮,转向精准,安全配置,隔音比较好,安全配置很齐全,后备厢空间大,加速动力特别强,味道大",253,"乘坐空间够用,外观漂亮,转向精准",119,9.5,11.2
马自达CX-4,马自达,紧凑型SUV,4.65,215800,140800,4320,"后排空间小,车内静音效果不是很好,悬架减震偏硬",1436,"外观漂亮,油耗满意,乘坐空间够用,车子配置很高,后排空间小,后备厢空间很大,操控很棒,转向精准,转向手感很轻,前排空间不错",9225,"外观漂亮,油耗满意,乘坐空间够用",4819,7.8,8.1
观致5,观致,紧凑型SUV,4.65,194900,139900,185,"换挡滞后,导航不好用,中控屏报警",20,"油耗满意,外观漂亮,乘坐空间不错,转向精准,外观满意,高速油耗满意,乘坐空间够用,后备厢空间很大,储物空间很多,隔音不错",198,"油耗满意,外观漂亮,乘坐空间不错",116,9.7,9.7
领克02,领克,紧凑型SUV,4.65,192800,122800,372,"后备厢空间略小,悬架硬,全景摄像头有问题",57,"外观犀利,乘坐空间足够用,安全配置特别高级,油耗满意,转向手感很轻,内饰造型温馨,内饰材质软,后备厢空间略小,转向精准,操控非常自如",557,"外观犀利,安全配置特别高级,乘坐空间足够用",279,9,9.2
欧蓝德,三菱,紧凑型SUV,4.65,225800,159800,1021,"悬架偏硬,储物空间太少了,外漆面比较薄",186,"乘坐空间满意,油耗满意,安全配置舒适,外观时尚,后备厢空间大,转向精准,车内静音效果不错,操控自如,后排空间大,定速巡航好用",2568,"乘坐空间满意,油耗满意,安全配置舒适",1433,8.6,9.5
东风风神AX7,东风风神,紧凑型SUV,4.64,131800,89800,347,"起步动力比较肉,悬架减震有点硬,悬架减震偏硬",55,"油耗满意,外观霸气,乘坐空间满意,安全配置齐全,乘坐空间不错,后备厢空间很大,转向精准,后排空间大,前排座椅舒适,储物空间够用",753,"油耗满意,外观霸气,乘坐空间满意",380,8.6,8.5
北汽幻速S5,北汽幻速,紧凑型SUV,4.64,85800,59800,242,"起步动力肉,储物空间太小,悬架减震有点硬",103,"乘坐空间没得说,外观漂亮,安全配置丰富,油耗满意,后备厢空间很大,起步动力肉,后排空间很大,转向手感很轻,储物空间太小,车内静音效果非常好",841,"乘坐空间没得说,外观漂亮,安全配置丰富",469,7.2,7.8
宝骏530,宝骏,紧凑型SUV,4.64,115800,75800,529,"起步动力有点肉,味道比较大,全景摄像头有点失望",80,"乘坐空间满意,外观霸气,油耗满意,内饰配置挺喜欢,车内静音效果很好,后排空间大,后备厢空间很大,转向手感很轻,音响非常喜欢,内饰造型满意",1753,"乘坐空间满意,外观霸气,油耗满意",1034,7.1,8.4
WEY VV6,WEY,紧凑型SUV,4.64,175000,148000,218,后备厢空间有点小,3,"油耗低,外观大气,前排座椅舒服,前排座椅舒适,前排座椅很舒服,乘坐舒适,空间够大,方向盘很轻,车内静音效果不错,空间很好",62,"油耗低,外观大气,前排座椅舒服",32,10,10
陆风逍遥,陆风,紧凑型SUV,4.64,121900,76900,25,,0,"外观丰富,乘坐空间满意,转向手感较轻",25,"外观丰富,乘坐空间满意,转向手感较轻",25,8.8,8
